"","date","JPM.Open","JPM.High","JPM.Low","JPM.Close","JPM.Volume","JPM.Adjusted"
"1",2019-01-02,95.9499969482422,99.7799987792969,95.9400024414062,99.3099975585938,15670900,82.4086227416992
"2",2019-01-03,98.6399993896484,98.8899993896484,96.6900024414062,97.1100006103516,16286400,81.2374649047852
"3",2019-01-04,99.1100006103516,100.930000305176,98.2799987792969,100.690002441406,16935200,84.2322998046875
"4",2019-01-07,100.430000305176,101.470001220703,99.7099990844727,100.76000213623,15430700,84.2908630371094
"5",2019-01-08,101.629997253418,101.819999694824,99.5500030517578,100.569999694824,13578800,84.1319122314453
"6",2019-01-09,100.809997558594,101.48999786377,99.9300003051758,100.400001525879,14230300,83.9896926879883
"7",2019-01-10,100.019996643066,100.730003356934,99.2699966430664,100.389999389648,14376100,83.981330871582
"8",2019-01-11,99.8899993896484,100.169998168945,98.9499969482422,99.9100036621094,15439900,83.5798187255859
"9",2019-01-14,98.870002746582,101.360000610352,98.6600036621094,100.940002441406,21258500,84.4414443969727
"10",2019-01-15,98.8899993896484,102.470001220703,98.5999984741211,101.680000305176,26504900,85.0604934692383
"11",2019-01-16,102.25,103.449996948242,101.800003051758,102.5,18533000,85.7464370727539
"12",2019-01-17,102.110000610352,103.5,101.919998168945,102.919998168945,14247600,86.0978088378906
"13",2019-01-18,103.769996643066,104.900001525879,102.830001831055,104.589996337891,16428700,87.4948272705078
"14",2019-01-22,103.080001831055,103.589996337891,102.129997253418,102.940002441406,17083700,86.1145401000977
"15",2019-01-23,103.440002441406,103.699996948242,101.970001220703,102.680000305176,12146700,85.8970413208008
"16",2019-01-24,102.129997253418,103.089996337891,101.940002441406,102.73999786377,11296800,85.9472351074219
"17",2019-01-25,103.51000213623,104.309997558594,102.73999786377,103.389999389648,14369400,86.4910049438477
"18",2019-01-28,102.889999389648,104.23999786377,102.589996337891,103.879997253418,12283100,86.9008941650391
"19",2019-01-29,103.879997253418,105.110000610352,103.730003356934,104.169998168945,9743300,87.1434860229492
"20",2019-01-30,104.139999389648,105.23999786377,103.779998779297,104.410003662109,12526300,87.3442611694336
"21",2019-01-31,103.410003662109,103.800003051758,102.730003356934,103.5,17520600,86.5830154418945
"22",2019-02-01,104,104.849998474121,103.519996643066,103.879997253418,13000800,86.9008941650391
"23",2019-02-04,103.790000915527,104.25,103.01000213623,104.25,9871500,87.2104263305664
"24",2019-02-05,104.519996643066,104.550003051758,103.290000915527,103.790000915527,12763000,86.8256149291992
"25",2019-02-06,103.709999084473,104.620002746582,103.470001220703,103.73999786377,8745000,86.7837753295898
"26",2019-02-07,103.25,103.5,101.440002441406,102.379997253418,13177500,85.6460647583008
"27",2019-02-08,102.080001831055,102.339996337891,100.059997558594,101.360000610352,12892600,84.7927932739258
"28",2019-02-11,101.76000213623,102.01000213623,100.769996643066,100.879997253418,10978500,84.391227722168
"29",2019-02-12,101.949996948242,102.919998168945,101.889999389648,102.599998474121,12852300,85.8300857543945
"30",2019-02-13,102.900001525879,103.849998474121,102.900001525879,103.089996337891,10754100,86.2400283813477
"31",2019-02-14,102.470001220703,103.099998474121,101.349998474121,102.419998168945,11518500,85.6795043945312
"32",2019-02-15,103.900001525879,105.699996948242,103.660003662109,105.550003051758,14716900,88.2979354858398
"33",2019-02-19,104.910003662109,105.370002746582,103.809997558594,105.180000305176,12764900,87.9883880615234
"34",2019-02-20,105.209999084473,105.800003051758,104.879997253418,105.690002441406,10030300,88.4150466918945
"35",2019-02-21,105.449996948242,105.98999786377,104.959999084473,105.470001220703,8400100,88.2310104370117
"36",2019-02-22,105.699996948242,106.089996337891,104.779998779297,105,10647300,87.8378448486328
"37",2019-02-25,105.75,107.269996643066,105.690002441406,106.099998474121,11230700,88.7580261230469
"38",2019-02-26,104.5,105.470001220703,103.940002441406,105.290000915527,15465400,88.0804290771484
"39",2019-02-27,105.180000305176,105.379997253418,104.51000213623,105.160003662109,9968800,87.9716873168945
"40",2019-02-28,105.01000213623,105.209999084473,104.180000305176,104.360000610352,15156900,87.3024368286133
"41",2019-03-01,105.099998474121,105.910003662109,104.199996948242,104.430000305176,13813300,87.3609924316406
"42",2019-03-04,104.919998168945,105.919998168945,103.269996643066,104.190002441406,12466300,87.1602325439453
"43",2019-03-05,104.129997253418,104.550003051758,103.26000213623,104.110000610352,10856600,87.0932998657227
"44",2019-03-06,103.860000610352,104.569999694824,103.550003051758,103.720001220703,9070800,86.7670669555664
"45",2019-03-07,103.25,103.470001220703,102.160003662109,102.970001220703,12705700,86.1396484375
"46",2019-03-08,101.98999786377,103.230003356934,101.98999786377,103.01000213623,10582400,86.1731033325195
"47",2019-03-11,103.980003356934,104.550003051758,103.660003662109,104.349998474121,9763200,87.2940673828125
"48",2019-03-12,104.589996337891,104.790000915527,103.75,104.040000915527,10219100,87.0347442626953
"49",2019-03-13,104.190002441406,104.980003356934,103.949996948242,104.389999389648,13022200,87.3275375366211
"50",2019-03-14,104.5,105.870002746582,104.459999084473,105.339996337891,10926500,88.1222610473633
"51",2019-03-15,105.410003662109,106.800003051758,105.230003356934,106.550003051758,24811700,89.1344909667969
"52",2019-03-18,106.550003051758,107.790000915527,106.5,107.190002441406,12935500,89.6698837280273
"53",2019-03-19,108.199996948242,108.400001525879,106.550003051758,106.800003051758,12889300,89.343635559082
"54",2019-03-20,106.430000305176,106.650001525879,104.410003662109,104.519996643066,14920700,87.4362945556641
"55",2019-03-21,103.48999786377,103.48999786377,102.279998779297,102.870002746582,19751000,86.0559768676758
"56",2019-03-22,101.819999694824,102.319999694824,99.5199966430664,99.7600021362305,31115200,83.4543228149414
"57",2019-03-25,99.5899963378906,100.569999694824,98.0899963378906,98.9300003051758,21032300,82.7599792480469
"58",2019-03-26,99.8199996948242,100.400001525879,98.8199996948242,99.9199981689453,15987100,83.5881576538086
"59",2019-03-27,99.879997253418,100.449996948242,99.0800018310547,99.5800018310547,12753200,83.3037261962891
"60",2019-03-28,100,100.800003051758,99.7399978637695,100.709999084473,12454100,84.2490310668945
"61",2019-03-29,101.540000915527,101.98999786377,100.589996337891,101.230003356934,14523400,84.6840438842773
"62",2019-04-01,102.150001525879,104.680000305176,102.120002746582,104.639999389648,17499300,87.5366821289062
"63",2019-04-02,104.599998474121,105.440002441406,104.330001831055,105.139999389648,10295400,87.954948425293
"64",2019-04-03,105.809997558594,106.360000610352,104.790000915527,105.349998474121,11499200,88.1306228637695
"65",2019-04-04,104.550003051758,105.730003356934,104.449996948242,105.559997558594,11952100,88.9820175170898
"66",2019-04-05,105.800003051758,106.110000610352,104.98999786377,105.309997558594,9933700,88.7712631225586
"67",2019-04-08,105.110000610352,105.650001525879,104.910003662109,105.650001525879,8056300,89.0578689575195
"68",2019-04-09,105.080001831055,105.199996948242,104.25,104.870002746582,9092200,88.4003753662109
"69",2019-04-10,105.129997253418,105.720001220703,104.470001220703,105.339996337891,10882300,88.7965621948242
"70",2019-04-11,105.709999084473,106.730003356934,105.559997558594,106.230003356934,11183800,89.5467758178711
"71",2019-04-12,109.440002441406,111.849998474121,108.879997253418,111.209999084473,25834100,93.7446823120117
"72",2019-04-15,110.919998168945,111,109.120002746582,109.940002441406,15163800,92.6741409301758
"73",2019-04-16,109.900001525879,111.389999389648,109.860000610352,111.099998474121,11583200,93.651969909668
"74",2019-04-17,111.699996948242,114.660003662109,111.01000213623,114.300003051758,17791900,96.3493957519531
"75",2019-04-18,114.529998779297,114.949996948242,113.330001831055,113.459999084473,12501900,95.6413345336914
"76",2019-04-22,112.830001831055,113.930000305176,112.660003662109,113.599998474121,7975900,95.7593460083008
"77",2019-04-23,113,114.370002746582,112.849998474121,113.73999786377,9193100,95.8773574829102
"78",2019-04-24,113.26000213623,114.150001525879,112.809997558594,113.550003051758,9245700,95.7171859741211
"79",2019-04-25,113.01000213623,114.150001525879,112.5,113.610000610352,9311800,95.7677688598633
"80",2019-04-26,113.949996948242,114.580001831055,113.599998474121,114.470001220703,7889300,96.4927215576172
"81",2019-04-29,114.599998474121,117.160003662109,114.449996948242,116.120002746582,14242200,97.8835830688477
"82",2019-04-30,116.430000305176,116.720001220703,115.26000213623,116.050003051758,11389100,97.8245849609375
"83",2019-05-01,115.720001220703,117,115.110000610352,115.160003662109,10412900,97.0743560791016
"84",2019-05-02,115.169998168945,115.779998779297,114.580001831055,115.410003662109,8613300,97.2850952148438
"85",2019-05-03,116,116.680000305176,115.669998168945,116.120002746582,8185400,97.8835830688477
"86",2019-05-06,114.180000305176,115.470001220703,113.720001220703,115.089996337891,9387000,97.0153427124023
"87",2019-05-07,114.029998779297,114.029998779297,112.290000915527,113.209999084473,15017700,95.4305801391602
"88",2019-05-08,112.660003662109,113.669998168945,112.459999084473,112.610000610352,9575800,94.9248428344727
"89",2019-05-09,111.139999389648,112.73999786377,110.580001831055,112.519996643066,12205900,94.8489608764648
"90",2019-05-10,111.75,112.839996337891,110.540000915527,112.51000213623,13189000,94.8405303955078
"91",2019-05-13,110.080001831055,110.449996948242,108.980003356934,109.449996948242,13783700,92.2610931396484
"92",2019-05-14,109.550003051758,111.720001220703,109.5,110.319999694824,10503600,92.9944610595703
"93",2019-05-15,109.209999084473,110.900001525879,108.610000610352,109.900001525879,10142000,92.6404190063477
